id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src,class
419,ROG,ROG 超神2s G7CX,2019,9,Intel 酷睿i9 8950HK,32,512GB+1TB,RTX2080,NVIDIA Geforce RTX 2080,8,0,混合硬盘（SSD+SSHD）,4.7Kg,heavy,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,全尺寸RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1251/1250045/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/05/ChMkJ1xJY6uIc6dfAAE-r5NdnmMAAujfgAiNO4AAT7H981.jpg,2
420,神舟战神,神舟战神ZX8-CT5DA,2019,5,Intel 酷睿i5 9400,8,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,6099,SSD固态硬盘>,3.5Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,多彩背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1266/1265953/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/01/ChMlWlylVeaIT6RPAAFHQbQGi3kAAJOLgCHVCUAAUdZ890.jpg,0
421,华硕,华硕飞行堡垒8 i5,2020,5,Intel 酷睿i5 10200H,16,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5799,SSD固态硬盘>,2.3Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1337/1336465/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/0B/ChMkKV8-J6eIQydPAAGKGoHZbhcAABOywFCg6sAAYoy307.jpg,0
422,戴尔,戴尔灵越 15 3000系列,2019,0,Intel 奔腾四核 N5000,4,128GB,0,Intel GMA UHD 605,0,0,M.2 PCIe NVMe固态硬盘,2.13Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,1,0,0,0,0,"影音娱乐本,校园学生本,",http://detail.zol.com.cn/1258/1257269/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/07/ChMkJ1xtETaII5mtAACVAzECnksAAvAwwB6NcIAAJUb115.jpg,2
423,神舟战神,神舟精盾 U43E1,2019,0,Intel 奔腾双核 5405U,8,256GB,0,NVIDIA GeForce MX250,2,0,PCIe固态硬盘,1.16Kg,light,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,巧克力键盘>,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1280/1279430/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/03/ChMlWV0CA62IYF7VAADyrad41P4AAK2aQED7_AAAPLF163.jpg,2
424,msi微星,msi微星GS75 Stealth,2019,7,Intel 酷睿i7 8750H,32,1T,RTX2080,NVIDIA GeForce RTX 2080 Max-Q,8,0,SSD固态硬盘>,2.25Kg,heavy,8小时左右，视具体使用环境而定长续航笔记本>,long,17.3,TRUE,1,赛睿单键多彩背光游戏键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250097/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/0A/ChMlWlzTo5qIH7IpAAD3aBAiLiMAAJ4dAO5IwwAAPeA911.jpg,2
425,机械师,机械师MACHCREATOR-M i7,2020,7,Intel 酷睿i7 10875H,16,1T,RTX2070,NVIDIA GeForce RTX 2070,8,12287,SSD固态硬盘>,1.7Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1326/1325744/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/08/ChMlWl7Udj6IMUAQAAE3uhSbuGcAAPrEwGQP9UAATfS935.jpg,4
426,惠普,惠普340 G7 i5,0,5,Intel 酷睿i5 10210U,8,512GB,0,AMD Radeon R530,2,0,SSD固态硬盘>,1.5Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1334/1333001/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/01/00/ChMkKV8aRVOIQyU1AAC-6qpuZW4AAAECAAE5SMAAL8C643.jpg,2
427,神舟战神,神舟精盾 KINGBOOK X55S1,2019,5,Intel 酷睿i5 1035G7,16,512GB,0,No description,0,4588,SSD固态硬盘>,1.16Kg,light,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,巧克力键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1300/1299307/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/03/ChMlWl3BL4aIK8cfAAC9MVrTGwcAANKegCRb3UAAL1J596.jpg,0
428,msi微星,msi微星GT76 Titan DT,2019,9,Intel 酷睿i9 9900K,0,No description,RTX2080,NVIDIA GeForce RTX 2080,8,36999,0,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1277/1276752/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/02/ChMlWl0B5TWIPmQIAAD57yXv2lIAAK2OgMBQcQAAPoH139.jpg,1
429,惠普,惠普348 G4,0,7,Intel 酷睿i7 7500U,8,256GB,0,Intel GMA HD 620,0,0,SSD固态硬盘>,2Kg,0,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>，防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1158/1157437/param.shtml,https://2c.zol-img.com.cn/product/177_280x210/764/ce6BbVNIno86o.jpg,2
430,msi微星,msi微星Alpha 15,2019,7,AMD Ryzen 7 3750H,16,512GB,0,AMD Radeon RX 5500M,4,5999,Nvme Pcie固态硬盘,2.3Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1300/1299022/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/0E/ChMlWV2_n-qIeshWAAF2AYgDHz0AANJEAMpnpoAAXYZ266.jpg,0
431,华硕,华硕顽石锋锐版 R424 i3,2020,3,Intel 酷睿i3 8145U,4,256GB,0,Intel GMA HD（集成于处理器）>,0,3399,SSD固态硬盘>,1.5Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1322/1321273/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/09/ChMlWV6npGaIawV4AAFJcCW5oloAAOrcwG37TUAAUmI560.jpg,0
432,雷神,壹号本ONE-GX1时尚版 i5,2020,5,Intel 酷睿i5 10210Y,8,256GB,0,No description,0,5999,SSD固态硬盘>,623g,light,5-8小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1326/1325488/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/0B/ChMlWl7Pd7iIOum5AADfLiWiUewAAPj3AGZZPwAAN9G431.jpg,0
433,雷神,雷神911 Plus 2代,2020,7,Intel 酷睿i7 10750H,16,512GB+1TB,RTX2060,NVIDIA Geforce RTX 2060,6,0,混合硬盘（SSD+5400转HDD）>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,孤岛式全尺寸键盘，背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1318/1317553/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0F/ChMlWl6FtkaIBzUCAADcYuKziQUAAOBQQBBT7QAANx6768.jpg,2
434,VAIO,VAIO SX12,2019,7,Intel 酷睿i7 8565U,16,512GB,0,Intel GMA UHD 620,0,0,SSD固态硬盘>,897g,light,视具体使用环境而定长续航笔记本>,0,12.5,FALSE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1296/1295491/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M06/0D/08/ChMlzF2dO4WIZ5lBAAE3YtNHlqwAAYEgwG4RGUAATd6709.jpg,2
435,神舟战神,神舟战神TX8-CT5DH,2019,5,Intel 酷睿i5 9400,8,256GB+1T,RTX2060,NVIDIA GeForce RTX 2060,6,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,16.1,TRUE,1,多彩背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1266/1265357/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/00/ChMlWlyh8raIQV7ZAAE-pkA8aJwAAJKAQEBalMAAT6-802.jpg,2
436,Terrans,Terrans Force X7200,2020,9,Intel 酷睿i9 10900K,64,2T,RTX2080,NVIDIA GeForce RTX 2080 Super,8,0,1TB*2，SSD固态硬盘>,4Kg,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1334/1333683/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/09/ChMkKV8iN7OIdqlEAACookEojiAAAASMwBmb-kAAKi6887.jpg,2
437,雷神,雷神911 Pro追光者3代 i7,2020,7,Intel 酷睿i7 10750H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,0,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘，自定义键盘宏，,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1331/1330387/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0E/09/ChMkJ18ClOCIZ6sjAADR39iXPSkAAwqyQPtWIkAANH3718.jpg,2
438,神舟战神,神舟精盾 U63E1,2019,0,Intel 奔腾双核 5405U,8,256GB,0,NVIDIA GeForce GTX1050,4,3199,PCIe固态硬盘,1.85Kg,heavy,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,巧克力键盘>,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1296/1295342/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M06/02/0D/ChMljl2cAGGIf4nPAADotNVJ6XwAAP5jgMUAwsAAOjM581.jpg,0
439,小米,小米游戏本2019款 i7,2019,7,Intel 酷睿i7 9750H,16,1T,RTX2060,NVIDIA GeForce RTX 2060,6,8699,SSD固态硬盘>,2.7Kg,heavy,"在线视频播放5小时
网页浏览6.5小时
本地视频播放5.5小时长续航笔记本>",short,15.6,TRUE,1,全尺寸四分区背光键盘,0,1,0,1,0,"轻薄笔记本,游戏本,",http://detail.zol.com.cn/1322/1321033/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/01/ChMlWl6mSrKIWJZ4AAEAzubcqxQAAOpngKB69EAAQDm924.jpg,4
440,神舟战神,神舟战神Z7T-CU5NS,0,5,Intel 酷睿i5 10300H,16,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,0,SSD固态硬盘>,2.2Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘，全尺寸键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1333/1332270/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0F/ChMlWV8RY-OILqz5AAElmtapajUAAQAvgEs1dAAASWy917.jpg,2
441,华硕,松下CF-SV9,2020,7,Intel 酷睿i7 10510U,16,2TB+1T,0,Intel GMA HD 620,0,0,混合硬盘（PCle SSD+SATA SSD）,0,0,12.5小时左右，视具体使用环境而定长续航笔记本>,long,12.1,TRUE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1310/1309596/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0D/08/ChMkJl4hF42IO64EAACxTNCZEYkAAwbLQLrTjEAALFk537.jpg,2
442,戴尔,戴尔G7游戏本 G7,2019,7,Intel 酷睿i7 8750H,8,256GB+1T,RTX2060,NVIDIA GeForce RTX 2060,6,0,混合硬盘（M.2 PCIe NVMe SSD+5400转HDD）,3.14Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1258/1257369/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/0C/ChMkJ1xuCtGIbFHfAAFOIJozXqkAAvCAgCI5V4AAU44587.jpg,2
443,联想,联想Yoga 5G版,2020,0,Snapdragon 8cx 5G,0,No description,0,No description,0,0,0,1.3Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1309/1308513/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/06/ChMkJ14WzoeIQUJcAAC7eVLL83gAAwOmwCc4IEAALuR001.jpg,2
444,ThinkPad,ThinkPad X1 Yoga,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA UHD 620,0,10999,SSD固态硬盘>,1.36Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1251/1250694/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/06/ChMlWl0tqq-IHqj_AAEJ5WC7EEYAAL3HALw0ckAAQn9181.jpg,4
445,联想,酷比魔方KBook Lite,2020,0,0,0,No description,0,No description,0,0,0,1.5Kg,medium,5-8小时，视具体使用环境而定,short,0,TRUE,0,NO SPECIAL,0,0,0,0,0,0,http://detail.zol.com.cn/1319/1318427/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg,2
446,戴尔,戴尔Vostro 成就 15,2019,5,Intel 酷睿i5 8265U,4,128GB,0,AMD Radeon 520,2,0,M.2 PCIe NVMe 固态硬盘,1.97Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,1,0,0,0,0,"影音娱乐本,校园学生本,",http://detail.zol.com.cn/1256/1255260/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/08/0C/ChMkJlxhGMOIKeENAACNJzgsHNgAAu1ywMcDtoAAI0_364.jpg,2
447,神舟战神,神舟战神GX10-CR9Plus,2019,9,Intel 酷睿i9 9900K,32,512GB+2T,RTX2080,NVIDIA GeForce RTX 2080,8,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250636/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/0A/ChMkJ1w4KK-IMgBMAAEGjd-AWIcAAuUrgPN8BoAAQal692.jpg,2
448,华硕,华硕K505BP9225 4GB/256GB,0,0,AMD A6-9225,4,256GB,0,AMD Radeon R5 M420,2,0,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,1,1,0,0,"商务办公本,校园学生本,轻薄笔记本,",http://detail.zol.com.cn/1291/1290454/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/03/ChMlWV1mWNaIKWRLAAEgdHb6RCwAAM2HwBRS74AASCM862.jpg,2
449,Alienware,外星人Alienware M15 2020版,2020,7,Intel 酷睿i7 10750H,16,512GB,0,NVIDIA GeForce GTX 1660 Ti,6,13988,SSD固态硬盘>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全键无冲键盘，AlienFX2.0灯效调节，1680万色自定义单键颜色,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1324/1323485/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6-ZJ2IHFiPAACfba__BR0AAPKKADJOQwAAJ-F874.jpg,3
450,msi微星,msi微星勇者 Bravo15 R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,AMD Radeon RX 5500M,4,6999,SSD固态硬盘>,1.86Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326846/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/07/ChMlWl7fUxaIGDpzAADMS1ZiA_sAAP6zAAo0kMAAMxj742.jpg,0
451,Acer,Acer PT917-71-94YX,2019,9,Intel 酷睿i9 9980HK,32,1T,RTX2080,NVIDIA GeForce RTX 2080,8,0,NVMe PCIe RAID SSD,0,0,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,RGB背光机械键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1270/1269441/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/06/ChMlWlz-ROGIJHLyAAFllGamRiIAAKvVAOxarcAAWWs055.jpg,2
452,联想,联想Yoga Slim 7,0,9,AMD Ryzen 9 4900H,0,No description,0,No description,0,0,0,1.45Kg,medium,18小时左右，视具体使用环境而定长续航笔记本>,long,0,FALSE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1337/1336157/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/08/ChMkKV893dKIcDp6AADwQ1eRudUAABN6gHMZ6IAAPBb140.jpg,2
453,三星,三星星曜930SBE-K01,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA UHD 620,0,0,NVMe SSD,1.12Kg,light,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1246/1245678/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0A/ChMlWV1KrTaIVBcWAAGcfHZh6fAAAMb0wFZ68EAAZyU595.jpg,2
454,戴尔,戴尔Latitude 7400 二合一,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA HD（集成于处理器）>,0,11999,PCIe NVMe Class 35固态硬盘,1.36Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1251/1250009/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0B/ChMlWlzFRbSIfhI0AACnuLO7-DgAAJsygCajbcAAKfQ434.jpg,4
455,惠普,惠普战X 14 锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,No description,0,4799,SSD固态硬盘>,1.34Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘，全尺寸键盘>，防泼溅键盘（可编程按键）,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1337/1336642/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/07/ChMkKV8_g7KISdopAAFzMjaIcqkAABRwgBXIJYAAXNK292.jpg,0
456,ThinkPad,ThinkPad X1 Carbon,2019,0,0,0,No description,0,No description,0,0,0,1.5Kg,medium,5-8小时，视具体使用环境而定,short,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1296/1295543/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg,2
457,惠普,惠普ENVY x360 15-dr1020TX,2019,7,Intel 酷睿i7 10510U,8,1T,0,NVIDIA GeForce MX250,4,0,SSD固态硬盘>,2.05Kg,heavy,20小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,全尺寸键盘（包含独立数字键盘） >，分岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1307/1306612/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/06/00/ChMkJl4ECGuIdFFsAAFOVMtK0nEAAv9UwP8KmIAAU5s857.jpg,2
458,ThinkPad,ThinkPad New S2,2019,5,Intel 酷睿i5 8265U,8,256GB,0,Intel GMA UHD 620,0,0,SSD固态硬盘>,1.46Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,全尺寸背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1267/1266239/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/05/ChMlWlyqpUWIGsWXAADRk5YzCZYAAJTSQADJdcAANGr609.jpg,2
459,华硕,华硕Y5100UB8250 4GB/500GB,2019,5,Intel 酷睿i5 8250U,4,500GB,0,NVIDIA Geforce MX110,2,0,0,1.78Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,巧克力键盘>，全尺寸键盘>,1,1,0,0,0,"轻薄笔记本,影音娱乐本,校园学生本,",http://detail.zol.com.cn/1250/1249834/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/0C/ChMkJ1w0UqeIVKW9AABtje84r4UAAuRIwCMIjwAAG2l946.jpg,2
460,惠普,惠普ELITEBOOK 745 G6,2019,7,AMD Ryzen 7 PRO 3700U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.5Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1297/1296047/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M05/00/03/ChMljV2hTD2IUuJsAAE5s85hJqAAAP8eQP9VngAATnL778.jpg,2
461,msi微星,msi微星冲锋坦克GL75 9SD-060CN,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA Geforce GTX 1660Ti,6,0,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,红色背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1294/1293276/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M01/07/08/ChMlzF2AkVeIO5ZEAAEXET16ecMAAXsZgA7YdcAARcp534.jpg,2
462,惠普,惠普PAVILION X360 14-DH0003TU,0,5,Intel 酷睿i5 8250U,4,128GB,0,No description,0,0,SSD固态硬盘>,1.59Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1306/1305657/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/0D/ChMkJ136A3yICdpVAACwF_QV8DUAAv0nQEEam8AALAv377.jpg,2
463,ThinkPad,ThinkPad T14s,0,5,Intel 酷睿i5 10210U,8,512GB,0,No description,0,0,SSD固态硬盘>,1.35Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1336/1335021/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0E/02/ChMkKV8yK62IRhJmAADymwJnIpEAAA4awPDQWMAAPKz249.jpg,2
464,戴尔,麦本本黑麦7,2019,0,Intel 奔腾双核 G5420,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,SSD固态硬盘>,2.3Kg,heavy,3-4小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,0,全尺寸键盘>,1,1,0,1,0,"游戏本,影音娱乐本,轻薄笔记本,",http://detail.zol.com.cn/1277/1276954/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0A/ChMlWlzs5KWILXF0AAD-cs8lEEwAAKQOwN8k5UAAP6K927.jpg,2
465,ROG,ROG 枪神2s S5CW,2019,7,Intel 酷睿i7 8750H,16,256GB+1T,0,NVIDIA Geforce GTX 2060,6,0,混合硬盘（SSD+SSHD）,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1251/1250041/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/02/ChMkJlw1ytWIDBwlAAFRImeSjE4AAuSnALRlS0AAVE6360.jpg,2
466,联想,中柏EZbook x1,2019,0,Intel Apollo lake N3350,0,No description,0,Intel GMA HD（集成于处理器）>,0,1799,0,1.025Kg,light,视具体使用环境而定长续航笔记本>,0,11.6,TRUE,1,全尺寸背光键盘,0,0,0,0,0,0,http://detail.zol.com.cn/1305/1304866/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/06/ChMkJl3zLr6ICLkyAADPe11ZcIMAAvuuQNxcFMAAM-T346.jpg,2
467,雷神,雷神911 Pro i7,2019,7,Intel 酷睿i7 8750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070,8,0,混合硬盘（SSD+HDD）>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,孤岛式全尺寸键盘，三区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1251/1250583/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/02/07/ChMkJ1w8O6iIGqDNAAE0pbKNnbsAAuXzQPVgloAATS9688.jpg,2
468,戴尔,戴尔灵越 15 3000系列,2019,3,AMD Ryzen 3 2300U,4,1T,0,AMD Radeon Vega 6 Graphics,0,0,5400转>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸防泼溅键盘,1,0,0,0,0,"影音娱乐本,校园学生本,",http://detail.zol.com.cn/1258/1257253/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/07/ChMkJlxtDbKIU4gyAACYG3vGfgIAAvAuQOWLSwAAJgz762.jpg,2
469,msi微星,msi微星Creator 15 i7,2020,7,Intel 酷睿i7 10875H,16,1T,RTX2070,NVIDIA GeForce RTX 2070 Max-Q,8,17599,512GB*2 SSD固态硬盘,2.1Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,白色单键背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1332/1331012/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/01/ChMkJl8GhwWIOW9MAACbDfhalvgAAwwvwG8vecAAJsl781.jpg,3
470,戴尔,戴尔Latitude 7200,2019,7,Intel 酷睿i7 8665U,16,512GB,0,Intel GMA HD（集成于处理器）>,0,0,PCIe NVMe Class 35固态硬盘,851g,light,视具体使用环境而定长续航笔记本>,0,12.3,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1276/1275467/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/07/ChMlWVzksKWIV2hTAAB3BSoFQ28AAKHkwNnuwEAAHcd186.jpg,2
