id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src,class
199,苹果,苹果MacBook Air 13.3,0,5,Intel 酷睿i5 8279U,8,128GB,0,Intel UHD Graphics 617,0,0,PCIe固态硬盘,1.25Kg,medium,"12小时，无线网络浏览
13小时，iTunes影片播放
30天待机时间长续航笔记本>",long,13.3,TRUE,1,背光键盘,0,0,1,0,1,"商务办公本,",http://detail.zol.com.cn/1287/1286207/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M01/05/06/ChMlzF1wpGGIfrNPAADKCL8cNqMAAXkGgAHZK0AAMog746.jpg,2
200,小米,小米笔记本Air 12.5英寸,2019,0,Intel 酷睿M3 8100Y,4,128GB,0,Intel GMA HD 615,0,3299,SSD固态硬盘>,1.07Kg,light,5-8小时，视具体使用环境而定长续航笔记本>,short,12.5,TRUE,1,背光键盘，全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,校园学生本,商务办公本,",http://detail.zol.com.cn/1264/1263844/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/0F/ChMlWVyZ_f-IGW5gAAGDFz4TvSIAAJB4wOCTdkAAYMv859.jpg,0
201,ThinkPad,ThinkPad S2 2020,2019,5,Intel 酷睿i5 10210U,8,512GB,0,Intel UHD Graphics 620,0,5299,32GB傲腾增强型SSD固态硬盘,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘，全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1306/1305472/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/0B/ChMkJ135nTmIMb7oAAD1DhAAi7EAAv0FgAoHXEAAPUm310.jpg,0
202,ThinkPad,ThinkPad S2 2020,2019,5,Intel 酷睿i5 10210U,8,512GB,0,Intel UHD Graphics 620,0,5299,32GB傲腾增强型SSD固态硬盘,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘，全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1306/1305472/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/0B/ChMkJ135nTmIMb7oAAD1DhAAi7EAAv0FgAoHXEAAPUm310.jpg,0
203,联想,联想昭阳K4 极速基础版,2019,5,Intel 酷睿i5 8265U,8,256GB,0,AMD Radeon 540X,2,4599,SSD固态硬盘>,1.5Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,防泼溅背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1276/1275950/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/04/03/ChMlWVzmV7OIUPkeAAAmIKsB6W8AAKKcwMaWTAAACY4852.jpg,0
204,ThinkPad,ThinkPad T14s锐龙版,2020,7,AMD Ryzen 7 PRO 4750U,16,512GB,0,No description,0,6999,SSD固态硬盘>,1.35Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1335/1334994/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0E/01/ChMkKV8yELmIO46fAADQGBSJRXAAAA4JQB1k0sAANAw116.jpg,0
205,ThinkPad,ThinkPad P15s,2020,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA Quadro P520,2,0,SSD固态硬盘>,1.5Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,FALSE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1331/1330638/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/04/ChMkJl8EC92IBY0NAAFQ3yMdcVAAAwtZwEChGYAAVD3510.jpg,2
206,惠普,惠普ProBook440 G7 i3,2019,3,Intel 酷睿i3 10110U,8,1T,0,NVIDIA Geforce MX130,2,0,7200转>,1.6Kg,medium,2-3小时，视具体使用环境而定长续航笔记本>,short,0,FALSE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1307/1306526/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/0D/ChMkJ14DC0qIPtq1AAC9qZd8GqAAAv8iQNNxKkAAL3B736.jpg,2
207,Acer,Acer 掠夺者刀锋500,2019,7,Intel 酷睿i7 8750H,16,512GB,RTX2080,NVIDIA GeForce RTX 2080 Max-Q,8,0,PCIe SSD固态硬盘,2.1Kg,heavy,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,FALSE,1,RGB炫彩背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1256/1255827/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qoaKIB82qAACMjrMAHkEAAOvuwHUsR4AAIym262.jpg,2
208,ThinkPad,ThinkPad T14锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,No description,0,5489,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1332/1331880/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M01/04/0D/ChMljV8OqqCISWs8AAEt_U7XiL8AAQV7AHwpmAAAS4V967.jpg,0
209,戴尔,戴尔XPS 15 微边框,2019,5,Intel 酷睿i5 9300H,8,512GB,0,Intel GMA HD630（集成于处理器）,0,8499,M.2 PCIe NVMe 固态硬盘,2Kg,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,带10键数字小键盘的防泼溅背光键盘,1,0,0,0,0,"影音娱乐本,创意设计PC,",http://detail.zol.com.cn/1290/1289735/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/06/ChMlWV1fXuaIE252AAGC3FRsrXcAAMu4QAWVrgAAYL0725.jpg,4
210,ROG,ROG 幻14 R7,2020,7,AMD Ryzen 7 4800HS,16,512GB,RTX2060,NVIDIA GeForce RTX 2060 Max-Q,6,12999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1329/1328028/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M0A/0F/07/ChMlV17pjjuIDgtAAAEFaQm0nfwAAU3QQJN1cMAAQWB919.jpg,4
211,机械革命,机械革命深海泰坦 X3-S i7,2020,7,Intel 酷睿i7 10750H,8,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,7199,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,0,NO SPECIAL,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1321/1320801/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/00/ChMlWV6io4mIdBvrAAFW4LlBgwcAAOlOAKTv3EAAVb4296.jpg,4
212,ThinkPad,ThinkPad T15,2020,7,Intel 酷睿i7 10710U,16,512GB,0,NVIDIA GeForce MX330,2,11599,SSD固态硬盘>,1.75Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1314/1313462/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/02/ChMkJ18D4IOIN8GRAAE6Xh1kPGoAAws7QLkyOIAATp2941.jpg,4
213,ROG,ROG 幻14 R9,2020,0,AMD Ryzen9 4900HS,16,1T,RTX2060,NVIDIA GeForce RTX 2060 Max-Q,6,14999,SSD固态硬盘>,1.7Kg,medium,视具体使用环境而定长续航笔记本>,0,0,FALSE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1329/1328068/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M05/0F/08/ChMlV17pkcCILY_0AAEDEE7hmmUAAU3YAMYH0UAAQMo271.jpg,3
214,戴尔,戴尔Vostro 15 Vostro,2019,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA GeForce MX250,2,5699,SSD固态硬盘>,1.66Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1321/1320998/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0D/ChMlWV6lWB2IamClAAIgOmLh29MAAOoiwGuMYwAAiBS062.jpg,0
215,ROG,ROG 魔霸3 i7,2019,7,Intel 酷睿i7 9750H,16,512GB,0,NVIDIA Geforce GTX 1660Ti,6,10999,SSD固态硬盘>,2.395Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸RGB背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1269/1268294/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/05/ChMlWly2o5iIB_d5AAF_ga0jcI4AAJfTQCD4WQAAX-Z483.jpg,4
216,Redmi,红米Redmi Book 14,2020,5,AMD Ryzen 5 4500U,16,512GB,0,AMD Radeon Graphics,0,3699,SSD固态硬盘>,1.2Kg,medium,本地视频播放11小时，在线视频播放8小时，网页浏览8小时长续航笔记本>,long,0,FALSE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1323/1322487/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/09/ChMlWl7M2WiIH8QqAAB5cAKXcs8AAPfigAECO0AAHmI000.jpg,0
217,戴尔,戴尔Inspiron 灵越5000 fit15,2019,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,4599,固态硬盘,1.69Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,NO SPECIAL,0,0,0,0,0,NO SPECIAL,http://detail.zol.com.cn/1291/1290075/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/06/ChMlWl1jnKSIAfIJAAFYSg6IHDcAAMy5AF2SdoAAVhi453.jpg,0
218,Redmi,红米Redmi Book 13,2019,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX250,2,3999,SSD固态硬盘>,1.23Kg,medium,8-11小时，视具体使用环境而定长续航笔记本>,long,13.3,FALSE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1304/1303329/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/01/06/ChMkJl3vVTKIG4z8AAFe9XbMpDMAAvq6QDVzn0AAV8N940.jpg,0
219,戴尔,戴尔G7 17游戏本 G7,2020,9,Intel 酷睿i9 10885H,16,1T,RTX2070,NVIDIA GeForce RTX 2070 Super,8,20499,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1330/1329191/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M03/0C/0F/ChMlV17zDeGICMwHAAFT8SEilT4AAVN2AJEMnIAAVQJ985.jpg,3
220,小米,小米Air 13.3英寸 2019款,2019,5,Intel 酷睿i5 8250U,8,256GB,0,Intel GMA UHD 620,0,4999,SSD固态硬盘>,1.3Kg,medium,9.5小时左右，视具体使用环境而定长续航笔记本>,long,13.3,TRUE,1,背光键盘，全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,校园学生本,商务办公本,",http://detail.zol.com.cn/1271/1270849/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0D/ChMlWVzFfSeIEpxZAAE-HEAwZUEAAJtMAKDUwgAAT40628.jpg,0
221,Alienware,Alienware M17,2019,7,Intel 酷睿i7 9750H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,17900,PCIe M.2 SSD,2.63Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1281/1280446/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0B/ChMlWV1K5_2IYVqgAADZMj0cNIoAAMcFAK_ILgAANlK459.jpg,3
222,荣耀,荣耀MagicBook 15 R5,2019,5,AMD Ryzen 5 3500U,8,512GB,0,Radeon Vega 8 Graphics,0,3599,SSD固态硬盘>,1.53Kg,medium,6.3小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,孤岛式键盘>，巧克力键盘>，全尺寸键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1302/1301060/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0C/03/ChMkJl3WGdKIT3nwAAE6705llo8AAvWJwItKxwAATsH438.jpg,0
223,Acer,Acer 传奇 R5,2020,0,AMD Ryzen5 4500U,8,512GB,0,AMD Radeon Graphics,0,3488,SSD固态硬盘>,1.2Kg,medium,11小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1316/1315767/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/01/ChMlWl50gDeIQk7-AADsG0972WcAANxmAASbLsAAOwz922.jpg,0
224,雷神,雷神911Air星战二代 i5,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX1650,4,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,RGB多彩背光背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1279/1278141/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/01/ChMlWlz2GUuIcHiAAAC6B50hzfkAAKh9AAvRIUAALof443.jpg,2
225,ThinkPad,ThinkPad T490s,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA UHD 620,0,7499,SSD固态硬盘>,1.27Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1259/1258215/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/05/ChMlWVyqrqaICecBAAC5W66ndvQAAJTWQHB8kwAALlz505.jpg,0
226,华硕,华硕顽石六代15s i5,2020,5,Intel 酷睿i5 1035G1,8,256GB,0,NVIDIA Geforce MX110,2,3999,SSD固态硬盘>,0,0,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,无缝背装式分岛键盘,1,0,0,1,0,"影音娱乐本,游戏本,",http://detail.zol.com.cn/1320/1319390/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/09/ChMlWV6X_u6IZ8koAAEYqOjZLiAAAOXgAEf464AARjA355.jpg,0
227,a豆,a豆adolbook14 2020 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX250,2,4899,32GB傲腾增强SSD固态硬盘,1.4Kg,medium,14小时左右，视具体使用环境而定长续航笔记本>,long,0,FALSE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1317/1316529/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/0A/ChMlWl58SGWIazHaAAC6mgSATtMAAN3zAD4KcUAALqy912.jpg,0
228,ThinkPad,ThinkPad P15v 2020,2020,5,Intel 酷睿i5 10300H,16,512GB,0,NVIDIA Quadro P 620,4,7999,SSD固态硬盘>,2.12Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,创意设计PC,",http://detail.zol.com.cn/1336/1335709/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/01/09/ChMkKV85_mqINUZ_AAEBDTsMv8sAABGPwNGT3gAAQEl365.jpg,4
229,联想,联想扬天V14 2020 i7,2020,7,Intel 酷睿i7 1065G7,8,512GB,0,NVIDIA GeForce MX 350,2,5899,SSD固态硬盘>,1.5Kg,medium,6小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,校园学生本,",http://detail.zol.com.cn/1335/1334824/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0D/07/ChMkKV8wvg6IZ6k_AAC9qVLR4nkAAA1xQODlrwAAL3B470.jpg,0
230,msi微星,msi微星冲锋坦克2 Pro GP65,2020,7,Intel 酷睿i7 10750H,16,512GB,0,NVIDIA GeForce GTX 1660Ti,6,8699,SSD固态硬盘>,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,红色背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1320/1319640/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWl6ZU_GIHlYyAAERtiXYLroAAOZcgMkIjgAARHO462.jpg,4
231,ThinkPad,ThinkPad X13 锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,AMD Radeon Graphics,0,5999,SSD固态硬盘>,1.3Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1333/1332995/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/0F/ChMkKV8aPR-IVbzpAAEKv-7OjRgAAAD_gCUV7YAAQrX788.jpg,0
232,联想,联想YOGA C940 i5,2019,5,Intel 酷睿i5 1035G4,16,512GB,0,No description,0,8999,SSD固态硬盘>,1.35Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,FALSE,0,防泼溅键盘,0,0,0,0,0,"￥8999,",http://detail.zol.com.cn/1293/1292466/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M05/06/0B/ChMlzF155xaIAlwTAAFnvIJ9itgAAXpIgCbG7IAAWfU078.jpg,4
233,惠普,惠普ProBook430 G7 i5,2019,5,Intel 酷睿i5 10210U,8,256GB,0,No description,0,5399,SSD固态硬盘>,1.49Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,0,ABS防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1315/1314114/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/0B/ChMlWV5nDBOIKBurAAExsiSnUBAAANoTwMrlxIAATHK119.jpg,0
234,小米,小米游戏本2019款 i7,2019,7,Intel 酷睿i7 9750H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,8199,SSD固态硬盘>,2.7Kg,heavy,"在线视频播放5小时
网页浏览6.5小时
本地视频播放5.5小时长续航笔记本>",short,15.6,TRUE,1,全尺寸四分区背光键盘,0,1,0,1,0,"轻薄笔记本,游戏本,",http://detail.zol.com.cn/1287/1286776/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/0E/ChMlWl1H_iGIXETSAAEAzubcqxQAAMY4AO8hV0AAQDm909.jpg,4
235,神舟战神,神舟战神TX7-CT5A1,2019,5,Intel 酷睿i5 9400,8,512GB,0,NVIDIA GeForce GTX 1660Ti,6,0,SSD固态硬盘>,0,0,2-3小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,多彩背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1306/1305854/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/04/02/ChMkJl37P5eITb8rAAFDJwZeLZkAAv1xAGGmUAAAUM_099.jpg,2
236,戴尔,戴尔Vostro 14 Vostro,2020,5,Intel 酷睿i5 10210U,8,256GB,0,No description,0,0,SSD固态硬盘>,1.72Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,全尺寸键盘>，背光键盘，防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1317/1316668/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/0E/ChMlWV59aK6IbLzhAACBfGjnBPoAAN43QDq3ZwAAIGU632.jpg,2
237,惠普,惠普ELITEBOOK 840 G6,2020,7,Intel 酷睿i7 8565U,8,512GB,0,AMD Radeon RX 550,2,8199,SSD固态硬盘>,1.33Kg,medium,2-3小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,耐磨键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1316/1315590/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0D/ChMlWl5zPMaIVUROAAEHHnLoAG8AANwowEy8zYAAQc2964.jpg,4
238,联想,联想扬天 威6-15 2020,2019,7,Intel 酷睿i7 10510U,8,512GB,0,AMD Radeon 620,2,0,SSD固态硬盘>,1.54Kg,medium,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,防渗漏键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1306/1305281/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/06/ChMkJl34buGIR5hfAAEZJgBtSPIAAvy5AFBfJ0AARk-955.jpg,2
239,联想,联想小新 青春版 14,2019,5,Intel 酷睿i5 8265U,8,128GB+1T,0,NVIDIA GeForce MX110,2,4399,混合硬盘（SSD+HDD）>,1.6Kg,medium,6小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,NO SPECIAL,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1267/1266806/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/02/ChMlWVytU_6IQzQoAAEJZWc9lMAAAJWagKHEbgAAQl9259.jpg,0
240,戴尔,戴尔Vostro 14 VOSTRO,0,5,Intel 酷睿i5 1035G1,8,512GB,0,No description,0,0,SSD固态硬盘>,1.36Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1335/1334597/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/09/0D/ChMkKV8rc16IAps_AAFu2LdcLFsAAAnRgGvwt0AAW7w046.jpg,2
241,机械革命,机械革命深海泰坦 X10Ti-S i7,2020,7,Intel 酷睿i7 10750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070,8,9999,混合硬盘（SSD+HDD）>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,全尺寸键盘>，机械键盘>，背光键盘（机械光轴，1670万色）,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1321/1320809/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/00/ChMlWl6iqpaIZNXMAAFoMOMTBigAAOlRAFYqIAAAWhI100.jpg,4
242,机械革命,机械革命深海泰坦 X10Ti-S i7,2020,7,Intel 酷睿i7 10750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070,8,9999,混合硬盘（SSD+HDD）>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,全尺寸键盘>，机械键盘>，背光键盘（机械光轴，1670万色）,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1321/1320809/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/00/ChMlWl6iqpaIZNXMAAFoMOMTBigAAOlRAFYqIAAAWhI100.jpg,4
243,华硕,华硕VivoBook15s X i5,2019,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,5499,SSD固态硬盘>,1.8Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1301/1300224/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/04/ChMkJl3MxYuIWFyjAAGJPFi1JZ4AAvOkQNxweUAAYlU822.jpg,0
244,联想,联想拯救者 Y9000K 2019SE,2019,7,Intel 酷睿i7 9750H,32,1TB+2T,RTX2080,NVIDIA GeForce RTX 2080 Max-Q,8,21499,混合硬盘（SSD+HDD）>,2.9Kg,heavy,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1270/1269558/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/05/ChMlWVy_4saIKByHAAGDyYSev4IAAJnKgLNmwsAAYPh810.jpg,3
245,惠普,惠普ProBook 455 G7,2020,7,AMD Ryzen 7 4700U,16,512GB,0,AMD Radeon Vega 7,0,5199,SSD固态硬盘>,2Kg,0,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,防泼溅背光键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1326/1325450/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/09/ChMlWV7PT92IQs-jAAE92mb2Kx8AAPjbgIl5HkAAT3y399.jpg,0
246,LG,LG gram 17,2020,5,Intel 酷睿i5 1035G7,8,512GB,0,No description,0,9399,SSD固态硬盘>,1.35Kg,medium,19.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,全尺寸背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1314/1313532/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/0B/ChMlWV5gkLOIdKWAAADhKlIa6tQAANkGQNDrLwAAOFC540.jpg,4
247,惠普,惠普光影精灵5PLUS 17-cd0007TX,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX 1650,4,6999,SSD固态硬盘>,2.74Kg,heavy,7-9小时，视具体使用环境而定长续航笔记本>,long,17.3,TRUE,1,绿色背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1277/1276723/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/09/ChMlWVzsx4iIaLZtAAEXpCFOCmcAAKQGwJXpEEAARe8571.jpg,0
248,神舟战神,神舟战神G9-CT7PK,2019,7,Intel 酷睿i7 9750H,16,256GB+1T,RTX2070,NVIDIA Geforce RTX2070,8,6889,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,17.3,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1268/1267990/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/01/ChMlWly1TDuIQuyzAAE7XHFQCY4AAJeHQCfs4wAATt0189.jpg,4
249,惠普,惠普光影精灵6pro R5,2020,5,AMD Ryzen 5 4600H,8,512GB,0,NVIDIA GeForce GTX 1650,4,5599,SSD固态硬盘>,2.25Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1331/1330368/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0E/09/ChMkJ18CjdiILKnpAADJlLGm458AAwqrQDD440AAMms162.jpg,0
