,id,name,cpu,cpu_rank,ram,disk,gpu,is_rtx,gpu_memory,price,disk_detail,weight,battery,weight_type,screen_size,battery_life,has_camere,keyboard,keyboard_haslight,description,video_type,thin_type,business_type,game_type,is_apple,link,img_src
0,0,HUAWEI MateBook 14 2020款,Intel 酷睿i7 10510U,i7,16,512GB,NVIDIA Geforce MX250,0.0,2,7399,固态硬盘,1.53Kg,15小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,背光键盘，全尺寸巧克力键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1311/1310254/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/0D/ChMlWV44-lCIKfnKAADRJrmMDSsAANM_gFmm6AAANE-562.jpg
1,1,惠普暗影精灵5,Intel 酷睿i7 9750H,i7,8,512GB,NVIDIA GeForce RTX 2060,RTX2060,6,8499,PCIe NVMe M.2 SSD固态硬盘,2.32Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,带数字小键盘的全尺寸岛式火龙红传奇2区照明红背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1236/1235182/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/0F/ChMlWVzasnKIT4eLAADfKydxcw0AAJ9kwEI1ZUAAN9D112.jpg
2,2,联想小新 Pro 13,0,0,0,No description,No description,0,0,0,0,1.28Kg,9.5小时左右，视具体使用环境而定,medium,0,long,True,NO SPECIAL,0,0,0,0,0,0,0,http://detail.zol.com.cn/1292/1291172/param.shtml,//icon.zol-img.com.cn/param20140526/16/36.jpg
3,3,戴尔G7游戏本（7590）,Intel 酷睿i7 8750H,i7,8,128GB+1T,NVIDIA GeForce RTX 2060,RTX2060,6,13299,混合硬盘（SSD+5400转HDD）>,2.62Kg,视具体使用环境而定长续航笔记本>,heavy,0,0,True,RGB背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1251/1250357/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/06/ChMlWV0tmeGIOLhFAAFmdtBlJHkAAL2-ADE17sAAWaO749.jpg
4,4,苹果MacBook Pro（Retina屏）15.4英寸,Intel 酷睿i7 4770HQ,i7,16,256GB,Intel GMA HD（集成于处理器）>,0,0,18988,PCIe闪存,2.04Kg,10小时左右，视具体使用环境而定长续航笔记本>,heavy,15.4,long,True,背光键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,1,http://detail.zol.com.cn/402/401365/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/jd18.png
5,5,苹果MacBook Air 13.3英寸（Skylake）,Intel 酷睿i5 5350U,i5,8,128GB,Intel HD Graphics 6000,0,0,0,PCIe闪存,1.35Kg,12小时左右，视具体使用环境而定长续航笔记本>,medium,13.3,long,True,背光键盘，全尺寸键盘>,1,"轻薄笔记本,",0,1,0,0,1,http://detail.zol.com.cn/1174/1173290/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/jd18.png
6,6,戴尔XPS 17(9700),Intel 酷睿i7 10875H,i7,16,512GB,NVIDIA GeForce RTX 2060 Max-Q,RTX2060,6,23999,SSD固态硬盘>,2.51Kg,23小时左右，视具体使用环境而定长续航笔记本>,heavy,0,long,True,背光键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1328/1327567/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M02/0C/09/ChMlV17jLvmIdLzEAAEvnbFagdsAAUrmQN3RzYAAS-1474.jpg
7,7,华硕飞行堡垒7,Intel 酷睿i7 9750H,i7,8,512GB,NVIDIA GeForce GTX 1650,0,4,6299,SSD固态硬盘>,2.2Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,巧克力键盘>，RGB可调背光键盘，1.8mm键程,1,"游戏本,影音娱乐本,",1,0,0,1,0,http://detail.zol.com.cn/1269/1268272/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/05/ChMlWVy2oUCICy11AAFyQ2Qc9LEAAJfSQJl3owAAXJb288.jpg
8,8,ThinkPad X1 隐士,Intel 酷睿i7 8750H,i7,16,512GB,NVIDIA GeForce GTX 1050 Ti Max-Q,0,4,13999,SSD固态硬盘>,1.7Kg,15小时左右，视具体使用环境而定长续航笔记本>,medium,15.6,long,True,背光键盘,1,"轻薄笔记本,商务办公本,创意设计PC,",0,1,1,0,0,http://detail.zol.com.cn/1231/1230012/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/04/00/ChMkJlufDPqIN8LnAACy-vrQZlcAArxBAL0GYYAALMS351.jpg
9,9,荣耀MagicBook Pro 2020款,Intel 酷睿i5 10210U,i5,16,512GB,NVIDIA Geforce MX350,0,2,5999,SSD固态硬盘>,1.7Kg,11.5小时左右，视具体使用环境而定长续航笔记本>,medium,16.1,long,True,背光键盘，全尺寸键盘>，孤岛式巧克力键盘,1,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1323/1322568/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/09/ChMlWl7CfEaISxfGAAEDtVH5Sg8AAPPegGn6qgAAQPN193.jpg
10,10,微软Surface Pro 7,Intel 酷睿i3 1005G1,i3,4,128GB,Intel UHD Graphics,0,0,5788,SSD固态硬盘>,775g,10.5小时左右，视具体使用环境而定长续航笔记本>,light,12.3,long,True,可拆卸键盘>,0,"商务办公本,",0,0,1,0,0,http://detail.zol.com.cn/1296/1295285/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M05/0C/04/ChMlzF2WnkKIf25fAABvPZx2hA8AAX_cgIYRxkAAG9V445.jpg
11,11,Alienware Area-51m,Intel 酷睿i9 9900K,i9,32,1TB+1T,NVIDIA GeForce RTX 2080,RTX2080,8,43999,混合硬盘（2×512GB SSD+5400转HDD）,0,视具体使用环境而定长续航笔记本>,0,17.3,0,True,NO SPECIAL,0,"游戏本,影音娱乐本,",1,0,0,1,0,http://detail.zol.com.cn/1250/1249925/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0C/ChMlWV1LLLaIIOVsAACRx6D5ksgAAMcUQBo2zwAAJHf619.jpg
12,12,联想拯救者 Y7000 2020,Intel 酷睿i5 10300H,i5,16,512GB,NVIDIA GeForce GTX 1650,0,4,5999,SSD固态硬盘>,2.35Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,原感键盘，白色背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1323/1322052/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/05/ChMlWl6z0--IRXWiAAHqDJhX8XQAAO6hAF6T8QAAeok750.jpg
13,13,苹果MacBook Pro 13英寸 2018,Intel 酷睿i5 8259U,i5,8,256GB,Intel Iris Plus Graphics 655,0,0,19999,SSD固态硬盘>,1.37Kg,"10小时的无线网络浏览
10小时的iTunes影片播放
30天的待机时间长续航笔记本>",medium,0,long,True,全尺寸背光键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,1,http://detail.zol.com.cn/1207/1206991/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/jd18.png
14,14,华硕U4000UQ,0,0,0,No description,No description,0,0,0,0,1.4Kg,2-5小时，视具体使用环境而定,medium,0,short,True,全尺寸背光键盘,1,0,0,0,0,0,0,http://detail.zol.com.cn/1167/1166904/param.shtml,https://2b.zol-img.com.cn/product/178_40x30/893/cerI7MeKa1QPs.jpg
15,15,联想小新Air 14 2020,Intel 酷睿i5 1035G1,i5,16,512GB,NVIDIA Geforce MX350,0,2,4999,SSD固态硬盘>,1.39Kg,12小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,背光键盘,1,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1312/1311987/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/01/ChMlWl5PN06IXAN7AADp_i9wWKwAANZyQFuAywAAOoW352.jpg
16,16,惠普战66 Pro 14 G3,Intel 酷睿i5 10210U,i5,8,512GB,NVIDIA Geforce MX250,0,2,4269,SSD固态硬盘>,1.6Kg,8小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,防泼溅键盘，背光键盘,1,"商务办公本,轻薄笔记本,",0,1,1,0,0,http://detail.zol.com.cn/1301/1300021/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/09/0A/ChMkJ13KazWILUdTAAEzmeyNDD4AAvMDQN8NFIAATOx902.jpg
17,17,联想拯救者 Y7000P,Intel 酷睿i5 8300H,i5,8,128GB+1T,NVIDIA GeForce GTX 1050 Ti,0,4,0,混合硬盘（SSD+HDD）>,2.3Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,二级白色背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1226/1225608/param.shtml,https://2b.zol-img.com.cn/product/192_280x210/23/cefiIHe70jAOk.jpg
18,18,ThinkPad E480,Intel 酷睿i7 8550U,i7,8,256GB,AMD Radeon RX 550,0,2,0,SSD固态硬盘>,1.78Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,全尺寸键盘>,0,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1203/1202628/param.shtml,https://2d.zol-img.com.cn/product/190_280x210/179/ceTENqDol5K7U.jpg
19,19,HUAWEI MateBook X Pro 2020,Intel 酷睿i7 10510U,i7,16,512GB,NVIDIA Geforce MX250,0,2,9999,SSD固态硬盘>,1.33Kg,12小时左右，视具体使用环境而定长续航笔记本>,medium,13.9,long,True,全尺寸背光巧克力键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1319/1318053/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/09/ChMlWV6OncKIMI6SAAD5gzQYOuEAAOLkgBh8NYAAPmb511.jpg
20,20,惠普暗影精灵6,Intel 酷睿i5 10300H,i5,16,512GB,NVIDIA GeForce GTX 1650 Ti,0,4,6899,SSD固态硬盘>,2.36Kg,2-5小时，视具体使用环境而定长续航笔记本>,heavy,15.6,short,True,26键无冲背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1331/1330915/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/06/ChMkJ18HKxaIBiIiAADrf3tvntkAAwx_gPq70YAAOuX882.jpg
21,21,联想拯救者 Y7000,Intel 酷睿i5 8300H,i5,8,128GB+2T,NVIDIA GeForce GTX 1050 Ti,0,4,6499,混合硬盘（SSD+HDD）>,2.3Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,全尺寸2档红色背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1215/1214346/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/zplus16.png
22,22,联想小新Pro13 2020,Intel 酷睿i5 10210U,i5,16,512GB,NVIDIA GeForce MX350,0,2,5499,SSD固态硬盘>,1.5Kg,约8.5小时，视具体使用环境而定长续航笔记本>,medium,13.3,long,True,背光键盘,1,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1314/1313197/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/07/ChMlWV5xjrSIPhwZAADCKEoXIKYAANvIQGcbNwAAMJA099.jpg
23,23,HUAWEI MateBook 13,Intel 酷睿i3 8145U,i3,8,256GB,Intel GMA HD（集成于处理器）>,0,0,4699,NVMe PCIe高速固态硬盘,1.3Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,全尺寸键盘>,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1269/1268531/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/0F/ChMlWVzVG8uIfNrfAADjaF-uWqUAAJ5ngAZ3E0AAOOA879.jpg
24,24,惠普星 14,Intel 酷睿i5 8250U,i5,8,128GB+1T,NVIDIA Geforce MX150,0,2,4699,混合硬盘（SSD+HDD）>,1.59Kg,10小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,3D立体全尺寸背光键盘,1,"轻薄笔记本,影音娱乐本,",1,1,0,0,0,http://detail.zol.com.cn/1214/1213148/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/jd18.png
25,25,HUAWEI MateBook D 15 2020,AMD Ryzen 5 4500U,0,16,512GB,No description,0,0,4199,SSD固态硬盘>,1.53Kg,视具体使用环境而定长续航笔记本>,medium,15.6,0,True,全尺寸键盘>,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1334/1333818/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/0C/ChMkKV8ihjWIbNWoAAC7ME0if_8AAATCAPeCW4AALtI903.jpg
26,26,联想拯救者 Y7000P 2020,Intel 酷睿i7 10750H,i7,16,1T,NVIDIA Geforce RTX 2060,RTX2060,6,9199,SSD固态硬盘>,2.35Kg,2-5小时，视具体使用环境而定长续航笔记本>,heavy,15.6,short,False,背光键盘,1,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1323/1322062/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/02/ChMlWl7OJjmITuSbAAEgCvWR8LYAAPhsAKA008AASAi042.jpg
27,27,HUAWEI MateBook X,Intel 酷睿i5 7200U,i5,8,256GB,Intel GMA HD 620,0,0,0,SSD固态硬盘>,1.05Kg,10小时左右，视具体使用环境而定长续航笔记本>,light,0,long,True,巧克力键盘>,0,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1169/1168879/param.shtml,https://2a.zol-img.com.cn/product/183_280x210/660/cezLiWM0cmyuE.jpg
28,28,微软Surface Go 2,Intel 奔腾 4425Y,0,4,64G,Intel UHD Graphics 615,0,0,2988,SSD固态硬盘>,544g,10小时左右，视具体使用环境而定长续航笔记本>,light,10.5,long,True,可拆卸键盘>,0,"商务办公本,校园学生本,轻薄笔记本,",0,1,1,0,0,http://detail.zol.com.cn/1319/1318956/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/01/ChMlWV6zbzOIcRK5AABKdDFoK3YAAO5pgM74j0AAEqM718.jpg
29,29,苹果MacBook Air 13.3 2020,Intel 酷睿i3,i3,0,256GB,Intel Iris Plus Graphics,0,0,7999,SSD固态硬盘>,1.29Kg,视具体使用环境而定长续航笔记本>,medium,13.3,0,True,背光妙控键盘,1,"轻薄笔记本,",0,1,0,0,1,http://detail.zol.com.cn/1316/1315408/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/09/ChMlWl5yF82IR2yIAADoyM59JNgAANvugBAJlAAAOjg550.jpg
30,30,惠普光影精灵5代,Intel 酷睿i5 9300H,i5,8,512GB,NVIDIA GeForce GTX 1050,0,4,6299,SSD固态硬盘>,2.25Kg,5-7小时，视具体使用环境而定长续航笔记本>,heavy,15.6,short,True,绿色背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1277/1276346/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/09/ChMlWVzsymmIBC16AAEPCufnvRYAAKQHwIFfKMAAQ8i079.jpg
31,31,联想拯救者 Y7000P 2019,Intel 酷睿i7 9750H,i7,8,1T,NVIDIA GeForce GTX 1660Ti,0,6,10899,SSD固态硬盘>,2.35Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,全尺寸白色背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1270/1269654/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/05/ChMlWVy_3O2IUc86AAGo4ztSU7wAAJnJQKtXxQAAaj7755.jpg
32,32,苹果Macbook Pro 16,Intel 酷睿i7 9750H,i7,16,512GB,AMD Radeon Pro 5300M,0,4,18699,SSD固态硬盘>,2Kg,11小时左右，视具体使用环境而定长续航笔记本>,0,0,long,True,全尺寸键盘>，背光键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,1,http://detail.zol.com.cn/1291/1290926/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/0E/ChMkJ13Uy9aIfR5UAACHyYw0f7AAAvVAwKDP48AAIfh166.jpg
33,33,联想小新 14,Intel 酷睿i5 8265U,i5,8,256GB+1T,NVIDIA GeForce MX230,0,2,4999,混合硬盘（SSD+HDD）>,1.55Kg,10小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,NO SPECIAL,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1257/1256773/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0A/ChMlWl1KrVOIc6vZAAHQYH8D8KEAAMb0wH_gLUAAdB4280.jpg
34,34,HUAWEI MateBook 14,Intel 酷睿i5 8265U,i5,8,512GB,NVIDIA Geforce MX250,0,2,5799,NVMe PCIe高速固态硬盘,1.49Kg,15小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,背光键盘，全尺寸巧克力键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1258/1257944/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/0A/ChMlWlyvAOWIJloOAADi0ecHcnQAAJYcQF-g9UAAOLp247.jpg
35,35,ThinkPad E490,Intel 酷睿i5 8265U,i5,8,128GB+1T,AMD Radeon RX 550X,0,2,4299,混合硬盘（SSD+5400转HDD）>,1.75Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,全尺寸键盘>,0,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1248/1247058/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0A/0B/ChMkJlwbSjaIBwmzAAE8xrsYLK4AAt5DAPRICoAATze193.jpg
36,36,HUAWEI MateBook 14 2020 锐龙,AMD Ryzen 5 4600H,0,16,512GB,AMD Radeon Graphics,0,0,5199,SSD固态硬盘>,1.49Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,全尺寸键盘>，背光键盘（3档）,1,"商务办公本,",0,0,1,0,0,http://detail.zol.com.cn/1336/1335646/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/03/01/ChMkKV882amIDldDAADEiXY-rSkAABMQwNz_68AAMSh378.jpg
37,37,戴尔Inspiron  灵越 14 5000（5498）,Intel 酷睿i5 10210U,i5,8,512GB,Intel GMA HD>,0,0,4499,固态硬盘,1.42Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,NO SPECIAL,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1291/1290088/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/07/ChMlWV1joheIWCRFAAEP2jt5MOIAAMy7ABqa9UAAQ_y648.jpg
38,38,戴尔G3 15游戏本（3590）,Intel 酷睿i5 9300H,i5,8,512GB,NVIDIA GeForce GTX 1650,0,4,4799,SSD固态硬盘>,0,视具体使用环境而定长续航笔记本>,0,15.6,0,False,NO SPECIAL,0,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1274/1273112/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/0B/ChMlWl1K9YKIOihcAAEyPHQHYPYAAMcJgBzl1UAATJU136.jpg
39,39,ThinkPad X13,Intel 酷睿i5 10210U,i5,8,512GB,No description,0,0,6989,SSD固态硬盘>,1.3Kg,视具体使用环境而定长续航笔记本>,medium,13.3,0,True,背光键盘,1,"商务办公本,",0,0,1,0,0,http://detail.zol.com.cn/1314/1313463/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/0D/ChMlWV7F_MKIPLA8AAEKv-7OjRgAAPUfwLTITQAAQrX315.jpg
40,40,HUAWEI MateBook X Pro,Intel 酷睿i5 8265U,i5,8,512GB,Intel GMA UHD 620,0,0,6999,SSD固态硬盘>,1.33Kg,12小时左右，视具体使用环境而定长续航笔记本>,medium,13.9,long,True,全尺寸背光巧克力键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1268/1267304/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/0A/ChMlWlyvBZeIEmHpAAD9ohDTy4AAAJYeQFohHAAAP26280.jpg
41,41,联想小新 15 2020,Intel 酷睿i7 1065G7,i7,16,512GB,NVIDIA GeForce MX350,0,2,6499,SSD固态硬盘>,1.76Kg,视具体使用环境而定长续航笔记本>,medium,15.6,0,False,NO SPECIAL,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1314/1313196/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/03/ChMlWV56y4yIQMAbAAECdp90RooAAN2OQKVMaYAAQKO992.jpg
42,42,戴尔Vostro 15 7500,Intel 酷睿i5 10300H,i5,8,256GB,NVIDIA GeForce GTX 1650,0,4,0,SSD固态硬盘>,1.9Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,背光键盘,1,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1326/1325191/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/0F/ChMlWV7N1C2ICuLpAADRQ1KvTHkAAPg9ACEJZYAANFb475.jpg
43,43,ThinkPad X390,Intel 酷睿i5 8265U,i5,8,256GB,Intel GMA UHD 620,0,0,5899,SSD固态硬盘>,1.29Kg,视具体使用环境而定长续航笔记本>,medium,13.3,0,True,全尺寸键盘>,0,"商务办公本,轻薄笔记本,",0,1,1,0,0,http://detail.zol.com.cn/1259/1258212/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/03/02/ChMlWVyd15GIf_UrAAEBl5RG9DkAAJGkwEx_LoAAQGv991.jpg
44,44,戴尔Inspiron 灵越 15 5000（5593),Intel 酷睿i5 1035G1,i5,4,256GB,NVIDIA Geforce MX230,0,2,2999,SSD固态硬盘>,1.65Kg,10小时左右，视具体使用环境而定长续航笔记本>,medium,15.6,long,True,NO SPECIAL,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1294/1293614/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M00/01/0D/ChMljl2B5AGIL739AAD2Hkuz0ZkAAP1mAMNERQAAPY2315.jpg
45,45,戴尔G7,Intel 酷睿i7 8750H,i7,16,256GB+1T,NVIDIA GeForce GTX 1060 Max-Q,0,6,0,混合硬盘（SSD+5400转HDD）>,2.86Kg,视具体使用环境而定长续航笔记本>,heavy,0,0,True,背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1211/1210635/param.shtml,https://2a.zol-img.com.cn/product/190_280x210/318/ceC1jixRAvMX6.jpg
46,46,华硕VivoBook15s,Intel 酷睿i5 10210U,i5,8,512GB,NVIDIA Geforce MX250,0,2,4499,SSD固态硬盘>,1.7Kg,视具体使用环境而定长续航笔记本>,medium,15.6,0,True,全尺寸键盘>,0,"轻薄笔记本,",0,1,0,0,0,http://detail.zol.com.cn/1307/1306981/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/07/00/ChMkJl4IJMGIVsHCAAGAtVKhcQEAAwBTQDryIcAAYDN519.jpg
47,47,苹果Macbook Pro 13.3英寸 2020,0,0,8,256GB,Intel Iris Plus Graphics 645,0,0,10050,SSD固态硬盘>,1.4Kg,"10小时的无线网络浏览
10小时的iTunes影片播放
30天的待机时间长续航笔记本>",medium,13.3,long,True,背光妙控键盘,1,"轻薄笔记本,商务办公本,",0,1,1,0,1,http://detail.zol.com.cn/1322/1321730/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/00/04/ChMlWV6wxR6IGZQYAAEhYLU36LQAAO2TQJIEUgAASF4079.jpg
48,48,ThinkPad  ThinkBook 14s(20RM0011CD),Intel 酷睿i5 8265U,i5,8,256GB,AMD Radeon 540X,0,2,4999,SSD固态硬盘>,1.5Kg,12小时左右，视具体使用环境而定长续航笔记本>,medium,0,long,True,Accutype键盘,0,"商务办公本,",0,0,1,0,0,http://detail.zol.com.cn/1281/1280846/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWl0QrAWIbs7aAAFiDVXpd7EAALNlQDPX7sAAWIl953.jpg
49,49,神舟战神G8-CU,Intel 酷睿i7 10750H,i7,8,512GB,NVIDIA GeForce RTX 2060,RTX2060,6,7388,SSD固态硬盘>,2.5Kg,视具体使用环境而定长续航笔记本>,heavy,17.3,0,True,背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1319/1318004/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWV6NLcmICk_7AAFFvp26j4YAAOJdAHzEMQAAUXW687.jpg
50,50,神舟战神G8-CU,Intel 酷睿i7 10750H,i7,8,512GB,NVIDIA GeForce RTX 2060,RTX2060,6,7388,SSD固态硬盘>,2.5Kg,视具体使用环境而定长续航笔记本>,heavy,17.3,0,True,背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1319/1318004/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/00/ChMlWV6NLcmICk_7AAFFvp26j4YAAOJdAHzEMQAAUXW687.jpg
51,51,ThinkPad T480,Intel 酷睿i5 8250U,i5,8,256GB,Intel GMA UHD 620,0,0,0,SSD固态硬盘>,1.65Kg,视具体使用环境而定长续航笔记本>,medium,0,0,True,背光键盘,1,"商务办公本,",0,0,1,0,0,http://detail.zol.com.cn/1203/1202626/param.shtml,https://2e.zol-img.com.cn/product/187_280x210/904/ce1e9gtgObcwM.jpg
52,52,小米笔记本Air（12.5英寸）,Intel 酷睿M3 7Y30,0,4,128GB,Intel HD Graphics 515,0,0,3299,SSD固态硬盘>，支持硬盘扩展,1.07Kg,11.5小时左右，视具体使用环境而定长续航笔记本>,light,12.5,long,True,背光键盘，全尺寸键盘>,1,"轻薄笔记本,校园学生本,商务办公本,",0,1,1,0,0,http://detail.zol.com.cn/1151/1150833/param.shtml,https://icon.zol-img.com.cn/products/v4/b2c-icon/jd18.png
53,53,Redmi G 游戏本,Intel 酷睿i7 10750H,i7,16,512GB,NVIDIA GeForce GTX 1650Ti,0,4,6599,PCI-e SSD固态硬盘,2.5Kg,视具体使用环境而定长续航笔记本>,heavy,16.1,0,True,背光键盘（3级背光）,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1336/1335216/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/00/ChMkKV82N6eIMIzrAAFJArbT3pYAAA_8ACcBjMAAUka530.jpg
54,54,ROG 冰刃双屏,Intel 酷睿i7 10875H,i7,32,1T,NVIDIA GeForce RTX 2080 Super Max-Q,RTX2080,8,34969,SSD固态硬盘>,2.5Kg,视具体使用环境而定长续航笔记本>,heavy,15.6,0,True,单键RGB背光键盘,1,"游戏本,",0,0,0,1,0,http://detail.zol.com.cn/1332/1331005/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/00/01/ChMkJl8GftKIXHucAAFCLkO_SCEAAwwqQBIEbYAAUJG929.jpg
